"Txhash","Blockno","UnixTimestamp","DateTime","From","To","ContractAddress","Value_IN(ETH)","Value_OUT(ETH)","CurrentValue @ $247.36/Eth","TxnFee(ETH)","TxnFee(USD)","Historical $Price/Eth","Status","ErrCode"
"0xf3a73f1a9fe191f2b96414541342ce78ea5ca362524cac494eea0096b30a0e1d","3631847","1493639127","5/1/2017 11:45:27 AM","0x1c4f45ac299753c6cbcd833591e5b336f88c2fc1","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.00044488","0.1100455168","77.53","","",""
"0x96731232057a49f699dfc00cc2a14c83a0953633b244f508c87101dd3347e2fb","3634727","1493683380","5/2/2017 12:03:00 AM","0xc41d09ebf0285362450ee0bf0d23440c3c11eb0f","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0.000000000000000001","0","0.00000000000000024736","0.000208124","0.05148155264","77.25","","",""
"0x97a694b7b9d64c74872582a8257f29d9cbc15d7cd47fd9ea4c4fc5210cafb7a8","3634749","1493683699","5/2/2017 12:08:19 AM","0xc41d09ebf0285362450ee0bf0d23440c3c11eb0f","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0.0006","0","0.148416","0.000208124","0.05148155264","77.25","","",""
"0xa90b40741a38a8945a7ee1d57e3d4c8d2fe0afb128009fd7d792cdda2c5a4cd7","3638998","1493749021","5/2/2017 6:17:01 PM","0xc1672868bebeafbafe84d3e5f6f1e3fb743a4835","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.000467124","0.11554779264","77.25","","",""
"0xbc9872f3ab19489050b19df1134a768bbc6dbeb5cc2e8e563d9ffd1d762d400b","3670653","1494232520","5/8/2017 8:35:20 AM","0xc1672868bebeafbafe84d3e5f6f1e3fb743a4835","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.000467124","0.11554779264","88.39","","",""
"0x7e717bca05cfc03889dd3c1a48ff514e4095cd1c4a008fb685fe0e1166e0af94","3670697","1494233093","5/8/2017 8:44:53 AM","0xc1672868bebeafbafe84d3e5f6f1e3fb743a4835","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.000467124","0.11554779264","88.39","","",""
"0x4bbca61db5cfa08f879561f611af4b2ae0930d09de09e153b61edadf02edf58b","3745797","1495407202","5/21/2017 10:53:22 PM","0x5d43426f52974bf113bb0fdc3801af1dbddf622a","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0.0001","0","0.024736","0.000624372","0.15444465792","148.00","","",""
"0xa5fe2f70acac65780fc33225b2309659f6494fdbc78a37b0db7baee1687010d1","3805251","1496348233","6/1/2017 8:17:13 PM","0xb893c94699e34b4477aa4d949fce618d331693c5","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.000467124","0.11554779264","220.70","","",""
"0xc5ed2628eea8fe4ca1bf21c3a03b033a94e5f9700749ab25e19d4c7c74f1b965","3950997","1498796366","6/30/2017 4:19:26 AM","0xd87c719244ce5f4d1d04f44df441ae9bb7317e87","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.000524176670232644","0.129660341148747","280.68","","",""
"0x22ffefc183e9f930b79b8b8830e875fa200df47aebaa077b7cb543d69e61b2b0","3957220","1498902801","7/1/2017 9:53:21 AM","0xe5b24def1a4bc2ae78856ca414d55fa16813b658","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.000155708","0.03851593088","261.00","","",""
"0x51ca3bf08d4a905a843cb56a826fdab8f09bbccae5e23af9541d2e9b0cd99f08","4004950","1499726078","7/10/2017 10:34:38 PM","0x331fdbb132d683a53522aaf1ed1cdeedc201ab09","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.00044488","0.1100455168","205.76","","",""
"0xb2314681d7ebf91017f33d511a85e80526f57795c8b6a538e18da6e18e0424b9","4049780","1500578612","7/20/2017 7:23:32 PM","0xf9a9a7cf6b51d7ae61954d08782dc9411b37b8cc","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0.001","0","0.24736","0.00059464","0.1470901504","226.33","","",""
"0xf548409ac6fac590c5d3cac7217cc72d7fc709ecaa0867bce89c42bd66f1e491","4275206","1505442892","9/15/2017 2:34:52 AM","0x466d5f3016f0954b21fa732f748079f571e6dc63","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0.00001","0","0.0024736","0.000059464","0.01470901504","259.57","","",""
"0xe5f9b244c05f6310c0a3b8016032000dae494c2d312ccf62e1b5f0c6def580f8","4516957","1510189975","11/9/2017 1:12:55 AM","0xe2ca8411d05b4a6bfe0bab9571ecf05916d5971d","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.000022244","0.00550227584","319.66","","",""
"0x7c4434c8edea78c52f6c58fc17c937e4f7beafb4849470c91844a3ed2752a965","5254010","1521034014","3/14/2018 1:26:54 PM","0x23b0baa7e645f8e62e9362f9f32c92026bc9a353","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.000044488","0.01100455168","613.15","","",""
"0xaa20f5e0aaa2f415b10ac68fb3fe144bab5209614f3a1101c116f374d471032e","7583738","1555483046","4/17/2019 6:37:26 AM","0x3ecb7854c06a299ec06277486bd24847e708a1e9","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.00011122","0.0275113792","165.69","","",""
"0xe7c877b533338b47fe54bcdaff682442266cc4c1bd3ff8f5b14c3a492fbe860d","7768673","1557973094","5/16/2019 2:18:14 AM","0x9c53b9cf25495864bc2289726803ebfc051f37dd","0xfb0d2a63d8910d9582c430f1ffd3b2fc79bbdfdf","","0","0","0","0.000600588","0.14856144768","264.47","","",""
